customer_id,age,occupation,potentially_vulnerable_address,bankruptcy_or_iva,deposits_60d_gbp,losses_60d_gbp,lifetime_npr_gbp,failed_dep_insufficient_funds_24h,payment_methods_added_7d,active_hours_24h,max_session_hours_24h,at_risk_session_hours_flag,active_hours_7d,deposits_1h_count,deposits_1h_total_gbp,withdrawal_within_24h,big_win_30d_gbp,wagered_24h_gbp,failed_dep_velocity_24h,loss_3d_gbp,payday_deposit_share_last_3d,monthly_loss_gbp,repeat_segment_entries_7d,previous_gamstop_or_se,timeouts_365d,spend_limit_changes_90d,spend_limit_increase_or_removal_count_90d,limit_type,current_spend_limit_gbp,reality_check_on,sof_approved,tr_high_deposits,tr_failed_dep_insufficient_funds,tr_multiple_payment_methods,tr_financial_vulnerability,tr_losses_over_time,tr_extended_gameplay,tr_long_session,tr_at_risk_hours,tr_weekly_hours,tr_binges,tr_big_win_then_increase,tr_high_wagering,tr_failed_dep_velocity,tr_high_velocity,tr_payday_pattern,tr_repetitive_behaviour,tr_prev_gamstop,tr_repeated_timeouts,tr_limit_fluctuations,tr_high_limit_active,tr_age_young,tr_age_old,tr_occ_unemployed,tr_occ_student,tr_occ_retired,tr_vulnerable_address,tr_limits_in_place_reduction,tr_reality_check,tr_sof_approved,sg_score,risk_band,high_risk_target
CUST_000011,49,employed,0,0,2292.23,3229.71,269.48,1,0,0.68,0.68,0,8.63,4,85.08,0,1311.49,7385.31,0,725.55,0.2646,103.0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000012,48,retired,0,0,15651.65,4227.87,1347.2,1,1,12.47,3.73,0,13.53,1,238.97,0,24299.02,6391.75,1,5792.42,0.3095,1732.65,1,0,0,0,0,monthly,6098.45,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,243,high,1
CUST_000013,39,employed,0,0,3497.18,1052.51,490.04,0,0,0.22,0.22,0,2.03,2,179.72,1,1144.97,2242.3,0,515.69,0.1154,220.59,4,0,0,0,0,forced_global,2618.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,51,medium,0
CUST_000014,53,employed,0,0,448.4,297.84,335.99,0,0,1.63,1.22,0,21.81,1,135.92,0,21724.49,6382.04,0,85.41,0.1209,1139.01,1,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000015,44,employed,0,0,931.51,680.16,1550.1,0,0,4.71,1.18,0,6.06,1,107.47,0,22083.39,202.16,0,425.09,0.4644,1802.64,1,1,0,1,0,forced_global,6838.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,30,medium,0
CUST_000016,27,other,0,0,977.15,524.36,94.22,0,0,5.3,1.5,0,5.33,3,210.74,0,133463.49,168.3,0,397.54,0.289,638.12,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000017,43,retired,0,0,2453.09,735.04,944.64,1,1,4.46,3.16,0,3.85,2,67.46,1,5986.43,81.97,0,706.69,0.1971,538.78,1,0,0,0,0,monthly,1127.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-20,none_or_negative,0
CUST_000018,26,other,0,0,1328.83,188.32,2894.61,0,0,1.42,0.4,0,16.92,1,107.93,1,75.89,2103.55,1,1264.65,0.302,124.24,0,0,0,1,0,forced_global,11548.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,low,0
CUST_000019,49,unemployed_disabled,0,0,583.04,2077.89,2696.42,2,0,5.24,0.65,0,12.26,1,118.9,0,379.96,988.93,0,266.14,0.1567,142.96,1,0,0,0,0,monthly,750.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-10,none_or_negative,0
CUST_000020,37,employed,0,0,3244.39,54.5,2160.38,0,0,5.57,0.1,0,13.13,0,137.35,0,676.88,505.66,0,1366.24,0.0921,4197.5,0,0,0,0,0,weekly,1742.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-30,none_or_negative,0
CUST_000021,36,student,0,0,4893.48,1885.07,338.65,0,0,4.3,0.57,0,2.62,0,435.68,0,1170.99,597.08,0,301.69,0.1337,488.16,0,0,0,1,1,monthly,789.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-65,none_or_negative,0
CUST_000022,29,employed,0,0,1624.26,1921.46,3478.58,0,0,0.32,0.32,0,9.63,1,393.93,1,187.97,2236.04,0,2065.91,0.4269,652.94,1,0,0,1,1,forced_global,1507.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000023,54,unemployed_disabled,0,0,8437.38,11652.41,1644.46,2,1,4.92,1.1,0,19.89,4,84.24,0,996.44,7373.86,1,4305.97,0.7128,752.41,1,0,0,2,2,daily,2379.56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,152,high,1
CUST_000024,36,employed,0,0,684.02,623.17,3349.85,0,0,2.51,1.11,0,8.55,2,152.37,0,549.15,1210.0,0,995.64,0.2688,495.33,1,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000025,32,employed,0,0,1067.43,475.62,2300.31,0,0,3.98,1.41,0,9.11,4,38.72,1,1966.79,3264.88,2,673.31,0.0995,2046.77,1,0,1,0,0,none,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-60,none_or_negative,0
CUST_000026,33,unemployed_disabled,0,0,1111.99,902.31,989.22,0,1,0.73,0.73,0,6.38,0,69.66,0,21728.79,929.9,0,258.48,0.5418,1006.21,0,0,0,1,1,forced_global,78.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,low,0
CUST_000027,45,retired,0,0,3146.76,1400.28,534.8,0,0,1.31,1.31,0,21.08,1,55.56,0,9212.62,1241.4,0,609.85,0.4625,233.85,1,0,1,2,2,weekly,150.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-30,none_or_negative,0
CUST_000028,43,other,0,0,2325.22,730.98,9429.5,0,0,1.71,0.42,0,16.73,0,308.48,0,2516.39,9487.2,0,129.64,0.2399,706.34,2,0,2,0,0,forced_global,7052.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,low,0
CUST_000029,43,employed,0,0,1294.46,245.07,98.81,0,0,1.93,0.59,0,6.95,0,263.31,0,698.56,461.28,0,1150.73,0.4169,1012.49,1,0,2,0,0,forced_global,11814.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,low,0
CUST_000030,44,employed,0,0,1244.09,1398.48,578.4,0,0,2.56,0.39,0,13.57,1,58.82,0,1385.98,7046.36,0,885.37,0.0287,812.9,2,0,0,1,1,forced_global,1068.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000031,66,employed,0,0,251.57,799.47,149.18,0,1,3.21,0.28,0,3.37,1,37.5,1,2266.51,243.72,1,299.27,0.3191,1202.24,2,0,0,0,0,monthly,7239.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,none_or_negative,0
CUST_000032,33,employed,0,0,8967.99,291.9,796.14,0,0,0.16,0.16,0,1.83,1,89.16,0,248.21,394.32,0,1499.54,0.3028,266.13,2,0,0,0,0,forced_global,1619.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000033,31,employed,0,0,223.65,157.55,1036.36,0,0,3.18,3.05,0,10.66,2,30.37,0,137.03,308.83,0,77.79,0.0649,1696.79,0,0,0,1,1,monthly,2651.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-30,none_or_negative,0
CUST_000034,27,employed,0,0,7536.25,11063.34,1930.12,1,0,3.68,3.02,1,18.05,5,264.02,0,7032.23,25826.1,0,2438.17,0.6981,2915.97,1,0,2,1,0,none,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,high,1
CUST_000035,46,retired,0,0,1869.17,1838.41,374.87,0,0,1.47,1.47,0,1.51,1,33.91,0,827.73,1165.37,1,2867.42,0.4523,858.99,2,0,0,2,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,low,0
CUST_000036,53,employed,0,0,1380.03,1399.67,163.76,0,1,3.91,0.43,0,8.4,4,93.37,0,281.28,927.63,2,114.16,0.2747,217.98,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000037,37,student,0,0,1785.31,713.11,1150.77,0,0,1.18,1.18,1,12.63,1,66.06,0,1762.98,6043.01,0,2574.65,0.2514,1833.37,0,0,0,0,0,weekly,167.46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-15,none_or_negative,0
CUST_000038,27,retired,0,0,927.56,1594.95,419.1,0,1,4.09,4.09,0,4.43,0,50.67,0,1021.9,1894.58,0,232.16,0.2953,225.59,0,0,0,1,1,daily,547.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-20,none_or_negative,0
CUST_000039,27,employed,0,0,3457.69,279.31,1114.02,0,0,2.01,2.01,0,7.95,2,110.23,0,248.59,1399.14,0,703.35,0.6678,1124.23,0,0,0,1,1,monthly,3235.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-40,none_or_negative,0
CUST_000040,46,employed,0,0,483.95,976.53,393.44,0,1,0.93,0.93,0,7.25,1,56.04,0,334.68,1208.6,0,1657.59,0.0728,566.36,1,0,0,3,1,monthly,1416.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-30,none_or_negative,0
CUST_000041,48,employed,0,0,2498.28,1020.05,918.71,0,1,4.1,1.22,0,10.74,1,20.42,0,16674.08,1434.77,0,6202.14,0.4924,8899.93,2,0,1,0,0,weekly,2283.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61,high,1
CUST_000042,45,employed,0,0,913.95,286.31,1579.11,0,0,3.94,2.66,0,14.98,0,87.48,0,5945.73,4206.56,0,147.35,0.2669,114.08,2,0,0,2,2,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000043,29,student,0,0,1174.52,720.66,1184.92,0,0,4.84,2.74,0,5.1,3,134.8,0,570.88,3978.75,0,887.99,0.2365,2081.39,2,0,0,0,0,monthly,595.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-25,none_or_negative,0
CUST_000044,41,employed,0,0,1206.69,529.45,882.53,0,1,2.84,0.58,0,4.14,3,47.6,0,560.5,13512.39,1,1397.23,0.2206,114.89,1,0,0,4,3,forced_global,942.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-35,none_or_negative,0
CUST_000045,40,employed,0,0,1525.67,372.66,624.74,0,0,2.33,2.33,0,12.3,1,117.01,0,4417.62,4244.21,0,2417.56,0.1173,126.87,0,0,0,0,0,monthly,3577.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-40,none_or_negative,0
CUST_000046,41,other,0,0,2974.1,466.73,1183.21,0,1,1.07,0.3,0,10.51,1,326.99,0,4426.29,1051.21,0,406.57,0.1023,18303.49,0,0,0,0,0,none,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-50,none_or_negative,0
CUST_000047,49,employed,0,0,1736.71,145.15,360.72,0,0,0.71,0.6,0,6.68,0,58.42,0,151.86,533.01,0,1972.14,0.161,184.61,1,0,0,0,0,daily,925.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-30,none_or_negative,0
CUST_000048,41,retired,0,0,4575.73,2315.59,564.5,0,0,6.53,1.83,0,10.36,1,325.86,1,246.68,3119.37,2,627.58,0.1757,1297.52,1,0,0,1,0,forced_global,1430.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,none_or_negative,0
CUST_000049,47,employed,0,0,5117.59,3815.91,1024.88,0,0,0.31,0.31,0,6.53,2,102.54,0,673.22,1307.59,0,43.99,0.0719,1423.72,0,0,0,0,0,forced_global,2562.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000050,39,other,0,0,2451.14,316.8,3797.14,0,0,2.66,2.66,0,3.61,0,210.36,0,1606.85,498.39,0,847.63,0.5254,265.31,0,0,2,1,1,none,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-10,none_or_negative,0
CUST_000051,42,employed,0,0,7100.61,8838.8,892.81,4,0,1.22,1.46,0,48.0,6,113.82,0,17383.48,23510.93,1,6547.59,0.2974,4012.33,0,0,0,2,0,forced_global,806.94,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,high,1
CUST_000052,46,employed,0,0,17923.2,7512.17,1895.49,2,0,3.4,3.58,0,12.41,2,403.76,0,33950.03,17077.56,1,4442.33,0.8318,3131.68,4,0,0,1,1,monthly,1605.81,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,340,high,1
CUST_000053,19,unemployed_disabled,0,0,438.0,791.88,957.97,0,0,4.28,0.56,0,12.06,3,25.06,0,4485.72,667.73,0,354.38,0.5,3033.72,1,0,1,1,0,daily,850.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,low,0
CUST_000054,34,unemployed_disabled,0,0,5279.98,219.05,2641.01,0,1,3.02,0.59,0,4.79,1,230.35,1,77.42,2972.9,0,597.73,0.365,188.53,1,0,0,1,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,low,0
CUST_000055,32,employed,0,0,8437.05,458.0,1709.62,0,1,0.55,0.45,0,5.76,0,23.06,0,8671.04,1540.73,0,458.47,0.3244,3191.15,2,0,1,2,2,none,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-10,none_or_negative,0
CUST_000056,30,employed,0,0,2777.24,1362.97,717.03,1,1,1.73,1.73,0,5.2,1,67.65,0,5465.42,4919.73,0,219.6,0.2609,528.17,0,0,1,1,0,none,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-10,none_or_negative,0
CUST_000057,34,employed,0,0,12083.4,301.65,2695.33,0,0,2.7,1.03,0,3.96,1,60.05,1,7207.26,519.94,0,802.0,0.1508,291.55,0,0,0,0,0,daily,187.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-30,none_or_negative,0
CUST_000058,57,student,0,0,20661.76,5711.44,2521.54,0,0,5.19,3.56,0,7.87,5,165.07,1,14372.6,16750.99,1,4453.76,0.6268,5304.38,1,0,0,1,0,monthly,1952.03,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,218,high,1
CUST_000059,27,retired,0,0,1284.99,481.3,2129.55,0,0,1.91,0.01,0,11.41,1,123.02,1,2683.64,425.53,0,789.14,0.3706,280.28,0,0,0,1,0,monthly,4727.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-20,none_or_negative,0
CUST_000060,51,employed,0,0,1387.28,26.5,495.45,0,0,2.07,0.83,0,6.22,0,68.43,1,1577.21,18825.53,2,348.88,0.047,833.0,0,0,2,2,1,weekly,638.59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-65,none_or_negative,0
CUST_000061,18,employed,0,0,3059.94,1110.86,1399.78,0,0,1.06,1.06,0,13.44,3,249.28,0,17733.31,12923.27,0,112.2,0.1681,1287.54,1,0,0,1,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,low,0
CUST_000062,34,employed,0,0,964.32,1512.59,2121.46,0,1,1.64,1.6,0,7.92,1,130.85,1,2403.76,153.61,0,186.9,0.4541,2162.12,0,0,0,0,0,monthly,10651.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-10,none_or_negative,0
CUST_000063,40,student,0,0,27085.74,1151.94,866.24,0,0,3.46,0.31,0,8.37,0,70.22,1,555.48,440.51,0,1335.52,0.2953,711.57,0,0,0,0,0,monthly,11978.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,low,0
CUST_000064,46,employed,0,0,3961.5,2053.8,756.15,0,0,1.87,1.87,0,13.63,0,105.19,1,4900.41,1196.07,0,87.12,0.3362,3391.31,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000065,47,employed,1,0,1885.75,513.16,455.06,0,1,3.93,2.35,0,6.55,0,133.79,0,832.42,1204.97,0,456.55,0.2331,1589.63,0,0,1,0,0,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,medium,0
CUST_000066,48,other,0,0,439.37,4894.17,4499.54,2,0,3.69,1.17,0,3.7,2,87.37,1,230.63,2736.82,0,1417.3,0.4523,1464.03,0,0,2,1,1,none,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,medium,0
CUST_000067,33,employed,0,0,2315.68,343.72,1022.5,2,1,4.02,4.02,0,14.27,1,190.99,1,594.51,2479.22,1,287.53,0.3693,7783.13,0,0,1,1,0,monthly,2641.29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-25,none_or_negative,0
CUST_000068,32,employed,0,0,549.99,639.15,893.96,0,0,1.95,0.45,0,3.78,3,29.98,1,58.58,887.62,0,735.66,0.3402,4666.47,0,0,0,0,0,forced_global,853.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000069,49,employed,0,0,3848.58,579.05,3682.94,0,0,3.17,0.28,0,4.78,1,59.19,0,4290.18,2023.07,0,346.44,0.0507,189.52,1,0,0,2,1,none,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_or_negative,0
CUST_000070,36,employed,0,0,147.43,963.82,402.75,0,0,3.94,2.78,0,6.88,2,31.87,0,6005.42,715.15,0,76.62,0.1234,316.73,1,0,0,0,0,forced_non_global,5652.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-10,none_or_negative,0
CUST_000071,21,unemployed_disabled,0,0,7181.52,629.57,531.83,0,0,2.88,2.88,0,17.75,2,559.7,0,125.01,6243.78,0,1182.19,0.7118,2012.43,0,0,0,1,0,weekly,4087.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,low,0
CUST_000072,23,employed,0,0,1177.79,721.75,1963.05,1,1,4.37,0.5,0,3.89,0,78.76,0,906.61,6817.18,0,67.09,0.2011,1165.07,1,0,0,1,0,forced_non_global,800.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,-75,none_or_negative,0
CUST_000073,26,employed,0,0,331.56,405.91,4928.9,0,1,0.25,0.25,0,6.34,1,121.25,1,119.32,90.76,0,187.91,0.3032,409.83,0,0,0,0,0,monthly,482.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-30,none_or_negative,0
CUST_000074,44,employed,0,0,1770.74,516.01,735.14,0,0,6.14,0.84,0,3.55,2,133.81,0,622.23,348.65,0,151.54,0.4818,375.36,1,0,1,0,0,weekly,9502.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-10,none_or_negative,0
